name,date,annee,mois,developer,genres,price,owners,owners_min,nb_avis,ratio_pos,petit_studio,fetes,succes_com,succes_critique,periode_etude,appid,free
Winter Voices,2010-10-29,2010,10,Clara Lehenaff,Adventure;Indie;RPG,0.0,50000-100000,50000,216,0.644,True,False,True,False,False,72900,True
APOX,2011-01-20,2011,1,BlueGiant Interactive,Action;Indie;Strategy,13.67,20000-50000,20000,159,0.289,True,False,False,False,False,80000,False
Fate of the World,2011-02-28,2011,2,Red Redemption,Casual;Indie;Simulation;Strategy,7.97,50000-100000,50000,347,0.769,True,False,True,False,False,80200,False
Puzzle Bots,2010-10-22,2010,10,Ivy Games,Adventure;Indie,3.98,50000-100000,50000,147,0.741,True,False,True,False,False,80300,False
Gemini Rue,2011-10-26,2011,10,Joshua Neurnberger,Adventure;Indie,7.97,200000-500000,200000,1327,0.904,True,False,True,True,False,80310,False
The Blackwell Legacy,2012-01-13,2012,1,Wadjet Eye Games,Adventure;Indie,4.55,100000-200000,100000,955,0.888,True,False,True,True,False,80330,False
Blackwell Unbound,2012-01-13,2012,1,Wadjet Eye Games,Adventure;Indie,4.55,100000-200000,100000,391,0.931,True,False,True,True,False,80340,False
Blackwell Convergence,2012-01-13,2012,1,Wadjet Eye Games,Adventure;Indie,4.55,100000-200000,100000,312,0.955,True,False,True,True,False,80350,False
Blackwell Deception,2012-01-13,2012,1,Wadjet Eye Games,Adventure;Indie,7.97,100000-200000,100000,323,0.966,True,False,True,True,False,80360,False
SkyDrift,2011-11-21,2011,11,Digital Reality,Indie;Racing,7.97,200000-500000,200000,869,0.887,True,True,True,True,False,91100,False
Anomaly: Warzone Earth,2011-04-08,2011,4,11 bit studios,Action;Indie;Strategy,9.11,500000-1000000,500000,3781,0.873,True,False,True,True,False,91200,False
Sanctum,2011-04-15,2011,4,Coffee Stain Studios,Action;Casual;Indie;Strategy,8.2,1000000-2000000,1000000,2848,0.896,True,False,True,True,False,91600,False
E.Y.E: Divine Cybermancy,2011-07-29,2011,7,Streum On Studio,Action;Indie;RPG,7.97,500000-1000000,500000,5365,0.831,True,False,True,True,False,91700,False
Cloning Clyde,2011-03-15,2011,3,Bacon Wrapped Games,Casual;Indie,4.55,20000-50000,20000,86,0.895,True,False,False,True,False,91800,False
Ancients of Ooga,2011-05-20,2011,5,Bacon Wrapped Games,Indie;Casual,7.97,20000-50000,20000,28,0.75,True,False,False,False,False,91810,False
Hydrophobia: Prophecy,2011-05-09,2011,5,Dark Energy Digital Ltd.,Action;Adventure;Indie;Strategy,4.55,200000-500000,200000,2097,0.606,True,False,True,False,False,92000,False
DETOUR,2011-05-16,2011,5,Geoff 'Zag' Keene;Richard Keene,Indie;Strategy,0.9,200000-500000,200000,1780,0.622,True,False,True,False,False,92100,False
Gundemonium Recollection,2011-09-27,2011,9,Platine Dispositif,Action;Indie,3.18,50000-100000,50000,138,0.942,True,False,True,True,False,92200,False
Hitogata Happa,2011-09-27,2011,9,Platine Dispositif,Action;Indie,3.18,50000-100000,50000,175,0.834,True,False,True,True,False,92210,False
GundeadliGne,2011-09-27,2011,9,Platine Dispositif,Action;Indie,3.18,50000-100000,50000,146,0.849,True,False,True,True,False,92220,False
A.R.E.S.: Extinction Agenda,2011-01-19,2011,1,Extend Studio,Action;Indie,4.55,100000-200000,100000,817,0.69,True,False,True,False,False,92300,False
B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),2011-02-28,2011,2,Copenhagen Game Collective,Indie,1.7,0-20000,0,49,0.735,True,False,False,False,False,92400,False
Xotic,2011-09-16,2011,9,"WXP Games, LLC",Action;Indie,8.2,50000-100000,50000,160,0.756,True,False,True,False,False,92600,False
SpaceChem,2011-03-02,2011,3,Zachtronics,Indie;Simulation,7.97,500000-1000000,500000,4024,0.919,True,False,True,True,False,92800,False
Revenge of the Titans,2011-03-16,2011,3,Puppygames,Action;Indie;Strategy,12.98,200000-500000,200000,995,0.841,True,False,True,True,False,93200,False
Dinner Date,2011-03-01,2011,3,Stout Games,Indie;Casual,3.29,20000-50000,20000,816,0.545,True,False,False,False,False,94000,False
Jamestown,2011-06-08,2011,6,Final Form Games,Action;Indie,7.97,500000-1000000,500000,2058,0.95,True,False,True,True,False,94200,False
The Dream Machine: Chapter 1 & 2,2012-05-11,2012,5,Cockroach Inc.,Adventure;Casual;Indie,3.18,100000-200000,100000,1053,0.919,True,False,True,True,False,94300,False
Nidhogg,2014-01-13,2014,1,Messhof,Action;Indie;Sports,7.97,500000-1000000,500000,6238,0.878,True,False,True,True,True,94400,False
Super Splatters,2013-06-26,2013,6,SpikySnail,Action;Casual;Indie,7.97,100000-200000,100000,155,0.774,True,False,True,False,False,95000,False
Capsized,2011-04-29,2011,4,Alientrap,Action;Indie,6.83,200000-500000,200000,935,0.773,True,False,True,False,False,95300,False
ibb & obb,2014-05-26,2014,5,Sparpweed;Codeglue,Action;Adventure;Indie,10.25,200000-500000,200000,3336,0.937,True,False,True,True,True,95400,False
The Cat and the Coup,2011-06-15,2011,6,Peter Brinson and Kurosh ValaNejad,Free to Play;Indie,0.0,100000-200000,100000,875,0.941,True,False,True,True,False,95700,True
The Tiny Bang Story,2011-04-22,2011,4,Colibri Games,Adventure;Casual;Indie,4.55,2000000-5000000,2000000,4490,0.874,True,False,True,True,False,96000,False
Defy Gravity Extended,2016-03-18,2016,3,Paul Fisch,Action;Casual;Indie,0.9,1000000-2000000,1000000,8777,0.861,True,False,True,True,True,96100,False
Steel Storm: Burning Retribution,2011-05-11,2011,5,Kot in Action Creative Artel,Action;Indie,12.98,200000-500000,200000,296,0.611,True,False,True,False,False,96200,False
Slam Bolt Scrappers,2013-03-14,2013,3,Fire Hose Games,Action;Indie;Strategy,7.97,0-20000,0,40,0.625,True,False,False,False,False,96900,False
Solar 2,2011-06-17,2011,6,Murudai,Indie;Casual,7.97,200000-500000,200000,1698,0.907,True,False,True,True,False,97000,False
Trauma,2011-08-08,2011,8,Krystian Majewski,Adventure;Indie;Casual,5.0,200000-500000,200000,584,0.688,True,False,True,False,False,98100,False
Frozen Synapse,2011-05-26,2011,5,Mode 7,Indie;Strategy,21.65,500000-1000000,500000,2420,0.822,True,False,True,True,False,98200,False
Hard Reset Extended Edition,2012-07-12,2012,7,Flying Wild Hog,Action;Indie,11.39,500000-1000000,500000,3881,0.831,True,False,True,True,False,98400,False
Naval Warfare,2011-05-25,2011,5,Game Distillery s.r.o.,Action;Indie,2.27,100000-200000,100000,255,0.525,True,False,True,False,False,98500,False
Demolition Inc.,2011-09-19,2011,9,Zeroscale,Action;Casual;Indie;Simulation;Strategy,5.46,50000-100000,50000,250,0.788,True,False,True,False,False,98600,False
Dungeons of Dredmor,2011-07-13,2011,7,"Gaslamp Games, Inc.",Casual;Indie;RPG,3.98,500000-1000000,500000,4114,0.943,True,False,True,True,False,98800,False
Alien Hallway,2011-08-19,2011,8,Sigma Team Inc.,Action;Casual;Indie;Strategy,4.55,50000-100000,50000,232,0.608,True,False,True,False,False,98900,False
Garshasp: The Monster Slayer,2011-05-09,2011,5,Dead Mage,Action;Indie,4.55,50000-100000,50000,322,0.484,True,False,True,False,False,99400,False
Garshasp: Temple of the Dragon,2012-09-24,2012,9,Dead Mage,Action;Indie,4.55,20000-50000,20000,121,0.331,True,False,False,False,False,99410,False
NightSky,2011-03-01,2011,3,"Nicalis, Inc.",Casual;Indie;Strategy,7.97,500000-1000000,500000,848,0.882,True,False,True,True,False,99700,False
Spiral Knights,2011-06-14,2011,6,"Grey Havens, LLC",Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG,0.0,2000000-5000000,2000000,18868,0.83,True,False,True,True,False,99900,True
Runespell: Overture,2011-07-20,2011,7,Mystic Box,Adventure;Indie;RPG,9.11,100000-200000,100000,333,0.772,True,False,True,False,False,102200,False
Vertex Dispenser,2011-06-10,2011,6,Michael Brough,Action;Indie;Strategy,7.97,20000-50000,20000,29,0.69,True,False,False,False,False,102400,False
Orcs Must Die!,2011-10-11,2011,10,Robot Entertainment,Action;Indie;Strategy,9.11,1000000-2000000,1000000,5551,0.968,True,False,True,True,False,102600,False
Gatling Gears,2011-08-30,2011,8,Vanguard Games,Action;Adventure;Indie,9.11,20000-50000,20000,107,0.813,True,False,False,True,False,102810,False
Shank 2,2012-02-07,2012,2,Klei Entertainment,Action;Adventure;Indie,8.2,500000-1000000,500000,2080,0.821,True,False,True,True,False,102840,False
iBomber Defense,2011-05-26,2011,5,Cobra Mobile,Indie;Strategy,3.41,50000-100000,50000,199,0.744,True,False,True,False,False,104000,False
Storm in a Teacup,2012-01-19,2012,1,Cobra Mobile,Casual;Indie,3.41,20000-50000,20000,129,0.705,True,False,False,False,False,104020,False
Inside a Star-filled Sky,2011-05-14,2011,5,Jason Rohrer,Action;Strategy;Indie,5.69,0-20000,0,77,0.688,True,False,False,False,False,104100,False
BEEP,2011-05-06,2011,5,Big Fat Alien,Adventure;Indie,1.81,500000-1000000,500000,4767,0.847,True,False,True,True,False,104200,False
ORION: Prelude,2013-04-16,2013,4,Spiral Game Studios,Action;Adventure;Indie;RPG,0.9,2000000-5000000,2000000,29615,0.745,True,False,True,False,False,104900,False
A New Beginning - Final Cut,2012-12-11,2012,12,Daedalic Entertainment,Adventure;Indie,9.11,200000-500000,200000,1314,0.761,True,True,True,False,False,105000,False
Lume,2011-05-09,2011,5,State of Play Games,Adventure;Casual;Indie,5.46,50000-100000,50000,457,0.451,True,False,True,False,False,105100,False
Critical Mass,2011-06-20,2011,6,Manic Game Studios,Casual;Indie,1.81,100000-200000,100000,370,0.792,True,False,True,False,False,105300,False
Terraria,2011-05-16,2011,5,Re-Logic,Action;Adventure;Indie;RPG,7.97,5000000-10000000,5000000,263397,0.97,True,False,True,True,False,105600,False
Tobe's Vertical Adventure,2011-07-18,2011,7,Secret Base,Action;Adventure;Indie,0.9,50000-100000,50000,130,0.615,True,False,True,False,False,105700,False
PixelJunk™ Eden,2012-02-02,2012,2,Q-Games Ltd.,Action;Casual;Indie,7.97,200000-500000,200000,698,0.799,True,False,True,False,False,105800,False
Bastion,2011-08-16,2011,8,Supergiant Games,Action;Indie;RPG,12.98,2000000-5000000,2000000,28985,0.962,True,False,True,True,False,107100,False
Space Pirates and Zombies,2011-08-15,2011,8,MinMax Games Ltd.,Action;Indie;RPG;Strategy,7.97,500000-1000000,500000,2517,0.92,True,False,True,True,False,107200,False
Breath of Death VII,2011-07-13,2011,7,Zeboyd Games,RPG;Indie,0.0,500000-1000000,500000,1181,0.842,True,False,True,True,False,107300,True
Cthulhu Saves the World,2011-07-13,2011,7,Zeboyd Games,Indie;RPG,0.0,500000-1000000,500000,3090,0.928,True,False,True,True,False,107310,True
Waves,2011-11-16,2011,11,Squid In A Box Ltd,Action;Casual;Indie,4.55,100000-200000,100000,1034,0.942,True,True,True,True,False,107600,False
Ticket to Ride,2012-05-24,2012,5,Days of Wonder,Casual;Indie;Strategy,7.97,200000-500000,200000,1759,0.839,True,False,True,True,False,108200,False
Vessel,2012-03-01,2012,3,Strange Loop Games,Action;Indie;Strategy,17.09,200000-500000,200000,610,0.885,True,False,True,True,False,108500,False
Project Zomboid,2013-11-08,2013,11,The Indie Stone,Indie;RPG;Simulation;Early Access,11.39,500000-1000000,500000,19879,0.869,True,True,True,True,False,108600,False
Legend of Fae,2011-07-26,2011,7,Endlessfluff Games,Casual;Indie,7.97,0-20000,0,99,0.778,True,False,False,False,False,109200,False
Fowl Space,2012-03-21,2012,3,Pixelante Game Studios,Action;Indie,4.55,20000-50000,20000,193,0.601,True,False,False,False,False,109500,False
Achron,2011-08-29,2011,8,Hazardous Software Inc.,Indie;Strategy,17.09,20000-50000,20000,86,0.628,True,False,False,False,False,109700,False
inMomentum,2011-10-31,2011,10,Digital Arrow,Indie;Racing,7.97,50000-100000,50000,157,0.745,True,False,True,False,False,110400,False
Data Jammers: FastForward,2011-10-24,2011,10,Digital Eel,Action;Indie,0.0,50000-100000,50000,80,0.675,True,False,True,False,False,110500,True
Astro Tripper,2011-09-15,2011,9,PomPom,Action;Indie,4.55,20000-50000,20000,56,0.536,True,False,False,False,False,110600,False
Alien Zombie Megadeath,2011-10-18,2011,10,PomPom,Action;Indie,4.55,20000-50000,20000,64,0.734,True,False,False,False,False,110610,False
Mutant Storm: Reloaded,2012-03-21,2012,3,PomPom Games,Action;Indie,4.55,20000-50000,20000,37,0.622,True,False,False,False,False,110630,False
The Clockwork Man,2011-08-10,2011,8,Total Eclipse,Indie;Casual,5.69,0-20000,0,72,0.556,True,False,False,False,False,111000,False
The Clockwork Man: The Hidden World,2011-09-23,2011,9,Total Eclipse P.C.,Adventure;Casual;Indie,7.97,0-20000,0,61,0.672,True,False,False,False,False,111010,False
Snuggle Truck,2012-02-03,2012,2,Owlchemy Labs,Casual;Indie;Racing,4.55,100000-200000,100000,444,0.818,True,False,True,True,False,111100,False
Bunch of Heroes,2011-09-21,2011,9,NGD Studios,Action;Indie,4.55,100000-200000,100000,386,0.466,True,False,True,False,False,111400,False
Serious Sam Double D XXL,2011-08-30,2011,8,Mommy's Best Games,Action;Indie,7.97,500000-1000000,500000,606,0.848,True,False,True,True,False,111600,False
Avadon: The Black Fortress,2011-08-17,2011,8,Spiderweb Software,RPG;Indie,7.97,200000-500000,200000,418,0.818,True,False,True,True,False,112100,False
Monaco: What's Yours Is Mine,2013-04-24,2013,4,Pocketwatch Games,Action;Adventure;Casual;Indie;Strategy,12.53,2000000-5000000,2000000,7986,0.906,True,False,True,True,False,113020,False
The Binding of Isaac,2011-09-28,2011,9,Edmund McMillen and Florian Himsl,Action;Adventure;Indie;RPG,4.55,2000000-5000000,2000000,45150,0.957,True,False,True,True,False,113200,False
Stacking,2012-03-06,2012,3,Double Fine Productions,Adventure;Indie,7.97,200000-500000,200000,1426,0.891,True,False,True,True,False,115110,False
Owlboy,2016-11-01,2016,11,D-Pad Studio,Action;Adventure;Indie,21.65,200000-500000,200000,4097,0.865,True,True,True,True,True,115800,False
Super Toy Cars,2014-06-06,2014,6,Eclipse Games,Indie;Racing,7.97,20000-50000,20000,333,0.604,True,False,False,False,True,116100,False
Puzzler World 2,2011-10-24,2011,10,Ideas Pad,Casual;Indie;Strategy,5.69,20000-50000,20000,194,0.773,True,False,False,False,False,200130,False
Sideway™ New York,2011-11-15,2011,11,Playbrains;Fuel Entertainment,Adventure;Indie,7.97,50000-100000,50000,108,0.63,True,True,True,False,False,200190,False
Realm of the Mad God,2012-02-20,2012,2,Wild Shadow Studios;Deca Games,Action;Free to Play;Indie;Massively Multiplayer;RPG,0.0,2000000-5000000,2000000,28142,0.832,True,False,True,True,False,200210,True
Oil Rush,2012-01-25,2012,1,Unigine Corp.,Indie;Strategy,6.37,200000-500000,200000,343,0.504,True,False,True,False,False,200390,False
SOL: Exodus,2012-01-25,2012,1,"Bit Planet Games, LLC",Action;Indie;Simulation,6.37,50000-100000,50000,92,0.489,True,False,True,False,False,200410,False
Torchlight II,2012-09-20,2012,9,Runic Games,Action;Adventure;Indie;RPG,17.09,2000000-5000000,2000000,31296,0.944,True,False,True,True,False,200710,False
Cave Story+,2011-11-22,2011,11,"Nicalis, Inc.;Studio Pixel",Action;Adventure;Indie,12.53,500000-1000000,500000,5350,0.957,True,True,True,True,False,200900,False
Geneforge 1,2001-12-01,2001,12,Spiderweb Software,Strategy;RPG;Indie,0.0,100000-200000,100000,285,0.94,True,True,True,True,False,200960,True
Geneforge 2,2003-07-01,2003,7,Spiderweb Software,Strategy;RPG;Indie,0.0,50000-100000,50000,35,0.914,True,False,True,False,False,200980,True
Geneforge 3,2005-04-01,2005,4,Spiderweb Software,Strategy;RPG;Indie,0.0,50000-100000,50000,30,0.867,True,False,True,False,False,200990,True
Geneforge 4: Rebellion,2006-11-01,2006,11,Spiderweb Software,Strategy;RPG;Indie,0.0,50000-100000,50000,26,0.923,True,True,True,False,False,201000,True
Geneforge 5: Overthrow,2008-11-01,2008,11,Spiderweb Software,Strategy;RPG;Indie,0.0,100000-200000,100000,66,0.909,True,True,True,True,False,201010,True
Revelations 2012,2012-04-23,2012,4,Dark Artz Entertainment,Action;Indie;Strategy,0.0,20000-50000,20000,321,0.586,True,False,False,False,False,201070,True
Toki Tori 2+,2013-07-11,2013,7,Two Tribes,Adventure;Casual;Indie,12.53,200000-500000,200000,801,0.838,True,False,True,True,False,201420,False
Really Big Sky,2012-02-24,2012,2,Boss Baddie,Action;Indie,4.55,500000-1000000,500000,1891,0.756,True,False,True,False,False,201570,False
Orcs Must Die! 2,2012-07-30,2012,7,Robot Entertainment,Action;Indie;Strategy,13.67,2000000-5000000,2000000,14003,0.951,True,False,True,True,False,201790,False
Galactic Civilizations® II: Ultimate Edition,2011-12-02,2011,12,Stardock Entertainment,Indie;Strategy,17.09,500000-1000000,500000,1194,0.749,True,True,True,False,False,202200,False
Scoregasm,2012-02-08,2012,2,RC Knight,Action;Indie,4.55,50000-100000,50000,129,0.829,True,False,True,True,False,202410,False
Hegemony Gold: Wars of Ancient Greece,2012-03-30,2012,3,Longbow Games,Indie;Strategy,12.53,20000-50000,20000,121,0.967,True,False,False,True,False,202690,False
Dynamite Jack,2012-05-10,2012,5,"Hassey Enterprises, Inc.",Action;Adventure;Indie,8.2,100000-200000,100000,401,0.86,True,False,True,True,False,202730,False
Titan Attacks!,2012-02-03,2012,2,Puppygames,Action;Casual;Indie,8.2,100000-200000,100000,869,0.909,True,False,True,True,False,203210,False
Fortune Summoners,2012-01-30,2012,1,Lizsoft,Action;Indie;RPG,14.81,100000-200000,100000,674,0.862,True,False,True,True,False,203510,False
Containment: The Zombie Puzzler,2012-03-02,2012,3,Bootsnake Games,Casual;Indie,4.55,50000-100000,50000,250,0.812,True,False,True,True,False,203560,False
The Dark Eye: Chains of Satinav,2012-06-22,2012,6,Daedalic Entertainment,Adventure;Indie,30.77,200000-500000,200000,1478,0.865,True,False,True,True,False,203830,False
SATAZIUS,2011-12-16,2011,12,ASTRO PORT,Action;Indie,5.46,50000-100000,50000,235,0.898,True,True,True,True,False,203990,False
Superbrothers: Sword & Sworcery EP,2012-04-16,2012,4,Capybara;Superbrothers;Jim Guthrie,Adventure;Indie,5.69,500000-1000000,500000,2253,0.783,True,False,True,False,False,204060,False
Waveform,2012-03-20,2012,3,Eden Industries,Adventure;Indie;Strategy,0.9,500000-1000000,500000,2123,0.837,True,False,True,True,False,204180,False
Snapshot,2012-08-30,2012,8,Retro Affect,Adventure;Casual;Indie,7.97,200000-500000,200000,222,0.725,True,False,True,False,False,204220,False
The Bridge,2013-02-22,2013,2,Ty Taylor and Mario Castañeda;The Quantum Astrophysicists Guild,Casual;Indie;Strategy,7.97,500000-1000000,500000,3324,0.887,True,False,True,True,False,204240,False
Awesomenauts - the 2D moba,2012-08-01,2012,8,Ronimo Games,Action;Free to Play;Indie;Strategy,0.0,2000000-5000000,2000000,24448,0.85,True,False,True,True,False,204300,True
Castle Crashers®,2012-09-26,2012,9,The Behemoth,Action;Adventure;Casual;Indie;RPG,11.39,2000000-5000000,2000000,52336,0.961,True,False,True,True,False,204360,False
Pineapple Smash Crew ,2012-02-02,2012,2,RichMakeGame,Action;Indie,7.97,20000-50000,20000,114,0.825,True,False,False,True,False,204390,False
Infested Planet,2014-03-06,2014,3,Rocket Bear Games,Action;Indie;Strategy,12.98,200000-500000,200000,2081,0.939,True,False,True,True,True,204530,False
